title;system;thumbnail
P.T.O. - Pacific Theater of Operations (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/P.T.O.%20-%20Pacific%20Theater%20of%20Operations%20(USA).png
Pac-Attack (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pac-Attack%20(USA).png
Pac-Man 2 - The New Adventures (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pac-Man%202%20-%20The%20New%20Adventures%20(USA).png
"Pac-Mania (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pac-Mania%20(USA,%20Europe).png"
Pac-Panic (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pac-Panic%20(Europe).png
Pachinko Kuunyan (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pachinko%20Kuunyan%20(Japan).png
Paddle Fighter (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Paddle%20Fighter%20(Japan)%20(SegaNet).png
Paddle Fighter (Japan) (Game no Kanzume Otokuyou);segamd;
"Pagemaster, The (Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pagemaster,%20The%20(Europe).png"
"Pagemaster, The (USA)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pagemaster,%20The%20(USA).png"
Panorama Cotton (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Panorama%20Cotton%20(Japan).png
Panorama Cotton (USA) (Aftermarket) (Unl);segamd;
Paperboy (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Paperboy%20(Japan).png
"Paperboy (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Paperboy%20(USA,%20Europe).png"
"Paperboy 2 (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Paperboy%202%20(USA,%20Europe).png"
Papi Commando (World) (Aftermarket) (Unl);segamd;
Papi Commando Remix (World) (Aftermarket) (Unl);segamd;
Papi Commando Remix Deluxe (World) (v1.1) (Aftermarket) (Unl);segamd;
Papi Commando Remix Deluxe (World) (Aftermarket) (Unl);segamd;
Party Quiz Mega Q (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Party%20Quiz%20Mega%20Q%20(Japan).png
Passing Breeze - An Arcade Adventure (World) (Aftermarket) (Unl);segamd;
Pat Riley Basketball (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pat%20Riley%20Basketball%20(USA).png
Pebble Beach Golf Links (USA) (Rev A) (1994-02-14) (Sega Channel);segamd;
Pebble Beach Golf Links (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pebble%20Beach%20Golf%20Links%20(Europe).png
Pebble Beach Golf Links (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pebble%20Beach%20Golf%20Links%20(USA).png
Pedreiro Polar (Brazil) (Super Mega Drive 3);segamd;
"Pele II - World Tournament Soccer (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pele%20II%20-%20World%20Tournament%20Soccer%20(USA,%20Europe).png"
"Pele! (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pele!%20(USA,%20Europe).png"
Pense Bem (Brazil) (Mega Drive 4);segamd;
Pepenga Pengo (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pepenga%20Pengo%20(Japan).png
"Pete Sampras Tennis (USA, Europe) (Rev 1) (MDST17FF) (J-Cart)";segamd;
"Pete Sampras Tennis (USA, Europe) (MDST6636) (J-Cart)";segamd;
Pete Sampras Tennis (Europe) (Rev 2) (MDSTEE13);segamd;
"PGA European Tour (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/PGA%20European%20Tour%20(USA,%20Europe).png"
"PGA Tour 96 (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/PGA%20Tour%2096%20(USA,%20Europe).png"
"PGA Tour Golf (USA, Europe) (PGA07)";segamd;
"PGA Tour Golf (USA, Europe) (PGA09)";segamd;
PGA Tour Golf (USA) (HeartBeat Catalyst);segamd;
PGA Tour Golf II (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/PGA%20Tour%20Golf%20II%20(Japan).png
"PGA Tour Golf II (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/PGA%20Tour%20Golf%20II%20(USA,%20Europe).png"
"PGA Tour Golf II (USA, Europe) (Rev A)";segamd;
"PGA Tour Golf III (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/PGA%20Tour%20Golf%20III%20(USA,%20Europe).png"
Phantasy Star - Sennenki no Owari ni (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20-%20Sennenki%20no%20Owari%20ni%20(Japan).png
Phantasy Star - Sennenki no Owari ni (Japan) (SEGA Classic Collection);segamd;
Phantasy Star - Sennenki no Owari ni (Japan) (Mega Drive Mini);segamd;
Phantasy Star Fukkokuban (Japan);segamd;
"Phantasy Star II (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20(USA,%20Europe).png"
"Phantasy Star II (USA, Europe) (Rev A) (SEGA Classic Collection)";segamd;
"Phantasy Star II (USA, Europe) (Rev A) (Mega Drive Mini 2, Genesis Mini 2)";segamd;
Phantasy Star II (Brazil) (En);segamd;
"Phantasy Star II (USA, Europe) (Rev A)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20(USA,%20Europe)%20(Rev%20A).png"
Phantasy Star II - Amia's Adventure (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20-%20Amia's%20Adventure%20(Japan)%20(SegaNet).png
Phantasy Star II - Amia's Adventure (Japan) (Game no Kanzume Vol. 1);segamd;
Phantasy Star II - Anne's Adventure (Japan) (Game no Kanzume Vol. 2);segamd;
Phantasy Star II - Anne's Adventure (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20-%20Anne's%20Adventure%20(Japan)%20(SegaNet).png
Phantasy Star II - Huey's Adventure (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20-%20Huey's%20Adventure%20(Japan)%20(SegaNet).png
Phantasy Star II - Huey's Adventure (Japan) (Game no Kanzume Vol. 1);segamd;
Phantasy Star II - Kaerazaru Toki no Owari ni (Japan) (Mega Drive Mini 2);segamd;
Phantasy Star II - Kaerazaru Toki no Owari ni (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20-%20Kaerazaru%20Toki%20no%20Owari%20ni%20(Japan).png
Phantasy Star II - Kinds's Adventure (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20-%20Kinds's%20Adventure%20(Japan)%20(SegaNet).png
Phantasy Star II - Kinds's Adventure (Japan) (Game no Kanzume Vol. 2);segamd;
Phantasy Star II - Nei's Adventure (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20-%20Nei's%20Adventure%20(Japan)%20(SegaNet).png
Phantasy Star II - Rudger's Adventure (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20-%20Rudger's%20Adventure%20(Japan)%20(SegaNet).png
Phantasy Star II - Shilka's Adventure (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20-%20Shilka's%20Adventure%20(Japan)%20(SegaNet).png
Phantasy Star II - Yushis's Adventure (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20II%20-%20Yushis's%20Adventure%20(Japan)%20(SegaNet).png
Phantasy Star III - Generations of Doom (Brazil) (En);segamd;
"Phantasy Star III - Generations of Doom (USA, Europe, Korea) (En)";segamd;
"Phantasy Star III - Generations of Doom (USA, Europe) (SEGA Classic Collection)";segamd;
Phantasy Star IV (USA) (Genesis Mini);segamd;
Phantasy Star IV (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20IV%20(Europe).png
Phantasy Star IV (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantasy%20Star%20IV%20(USA).png
"Phantom 2040 (Europe) (En,Fr,De)";segamd;
Phantom 2040 (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phantom%202040%20(USA).png
Phelios (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phelios%20(Europe).png
Phelios (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phelios%20(Japan).png
Phelios (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Phelios%20(USA).png
"Pier Solar and the Great Architects (Europe) (En,Fr,De) (Rev 1) (Collector's Edition) (Aftermarket) (Unl)";segamd;
"Pier Solar and the Great Architects (Europe) (En,Fr,De) (Reprint) (Aftermarket) (Unl)";segamd;
"Pier Solar and the Great Architects (Europe) (En,Fr,De) (Reprint A) (Aftermarket) (Unl)";segamd;
"Pier Solar and the Great Architects (USA) (En,Es,Pt) (Reprint B) (Aftermarket) (Unl)";segamd;
"Pier Solar and the Great Architects (Japan) (En,Fr,Es) (Aftermarket) (Unl)";segamd;
"Pink Goes to Hollywood (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pink%20Goes%20to%20Hollywood%20(USA,%20Europe).png"
Pinocchio (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pinocchio%20(Europe).png
Pinocchio (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pinocchio%20(USA).png
"Pirates of Dark Water, The (USA)";segamd;
"Pirates of Dark Water, The (Europe)";segamd;
Pirates of the Caribbean - On Stranger Tides (Russia) (Aftermarket) (Unl);segamd;
Pirates! Gold (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pirates!%20Gold%20(USA).png
"Pit-Fighter (World) (En,Ja)";segamd;
Pitfall - The Mayan Adventure (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pitfall%20-%20The%20Mayan%20Adventure%20(Europe).png
Pitfall - The Mayan Adventure (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pitfall%20-%20The%20Mayan%20Adventure%20(USA).png
Planet Message Quiz (Japan) (Sega Channel);segamd;
Plants vs. Zombies (Russia) (Aftermarket) (Unl);segamd;
Pocahontas (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pocahontas%20(Europe).png
Pocahontas (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pocahontas%20(USA).png
Pokemon Crazy Drummer (China) (En) (Aftermarket) (Unl);segamd;
Pokemon II (China) (En) (Aftermarket) (Unl);segamd;
Populous (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Populous%20(Europe).png
Populous (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Populous%20(Japan).png
Populous (USA) (Unl);segamd;
"Power Athlete (Japan, Korea) (Ja)";segamd;
"Power Drive (Europe) (En,Fr,De,Es,Pt)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Power%20Drive%20(Europe)%20(En,Fr,De,Es,Pt).png"
"Power Monger (Japan, Korea) (Ja)";segamd;
"Power Monger (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Power%20Monger%20(USA,%20Europe).png"
Powerball (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Powerball%20(USA).png
"Predator 2 (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Predator%202%20(USA,%20Europe).png"
Premier Manager (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Premier%20Manager%20(Europe).png
Premier Manager 97 (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Premier%20Manager%2097%20(Europe).png
"Primal Rage (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Primal%20Rage%20(USA,%20Europe).png"
Prime Time NFL Starring Deion Sanders (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Prime%20Time%20NFL%20Starring%20Deion%20Sanders%20(USA).png
Prince of Persia (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Prince%20of%20Persia%20(Europe).png
Prince of Persia (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Prince%20of%20Persia%20(USA).png
Pringles Game (World) (Aftermarket) (Unl);segamd;
Pro Action Replay (Europe) (Program) (Unl);segamd;
Pro Action Replay 2 (Europe) (v2.1) (Program) (Unl);segamd;
Pro Action Replay 2 (Europe) (v2.1) (Program) (Unl) (Alt);segamd;
Pro Moves Soccer (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pro%20Moves%20Soccer%20(USA).png
Pro Quarterback (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pro%20Quarterback%20(USA).png
Pro Striker - Final Stage (Japan);segamd;
Pro Yakyuu Super League '91 (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pro%20Yakyuu%20Super%20League%20'91%20(Japan).png
"Probotector (Europe) (En,Fr,De)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Probotector%20(Europe)%20(En,Fr,De).png"
"Probotector (Europe) (En,Fr,De) (Mega Drive Mini)";segamd;
"Probotector (World) (En,Fr,De) (Contra Anniversary Collection)";segamd;
"Probotector (World) (En,Fr,De) (60 Hz) (Contra Anniversary Collection)";segamd;
Psy-O-Blade (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Psy-O-Blade%20(Japan).png
"Psycho Pinball (Europe) (En,Fr,De,Es,It) (Rev 1)";segamd;
"Psycho Pinball (Europe) (En,Fr,De,Es,It)";segamd;
Puggsy (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Puggsy%20(Europe).png
Puggsy (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Puggsy%20(USA).png
Pulseman (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pulseman%20(Japan).png
"Punisher, The (Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Punisher,%20The%20(Europe).png"
"Punisher, The (USA)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Punisher,%20The%20(USA).png"
Putter Golf (Japan) (Game no Kanzume Otokuyou);segamd;
Putter Golf (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Putter%20Golf%20(Japan)%20(SegaNet).png
Puyo Puyo (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Puyo%20Puyo%20(Japan).png
Puyo Puyo Tsuu (Japan);segamd;
Puyo Puyo Tsuu (Japan) (Rev A);segamd;
Puzzle & Action - Ichidanto-R (World) (Ja) (Sega Ages);segamd;
Puzzle & Action - Ichidanto-R (Japan);segamd;
Puzzle & Action - Tanto-R (Japan);segamd;
Puzzli (World) (v1.1) (Aftermarket) (Unl);segamd;
Pyramid Magic (Japan) (Game no Kanzume Otokuyou);segamd;
Pyramid Magic (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pyramid%20Magic%20(Japan)%20(SegaNet).png
Pyramid Magic II (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pyramid%20Magic%20II%20(Japan)%20(SegaNet).png
Pyramid Magic III (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pyramid%20Magic%20III%20(Japan)%20(SegaNet).png
Pyramid Magic Special (Japan) (SegaNet);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Pyramid%20Magic%20Special%20(Japan)%20(SegaNet).png
QuackShot Starring Donald Duck (World);segamd;
QuackShot Starring Donald Duck (World) (Rev A) (Alt);segamd;
QuackShot Starring Donald Duck (World) (Rev A);segamd;
Quad Challenge (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Quad%20Challenge%20(USA).png
R.B.I. Baseball '93 (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/R.B.I.%20Baseball%20'93%20(USA).png
"R.B.I. Baseball '94 (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/R.B.I.%20Baseball%20'94%20(USA,%20Europe).png"
R.B.I. Baseball 3 (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/R.B.I.%20Baseball%203%20(USA).png
R.B.I. Baseball 4 (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/R.B.I.%20Baseball%204%20(USA).png
R.B.I. Baseball 4 (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/R.B.I.%20Baseball%204%20(Japan).png
Race Drivin' (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Race%20Drivin'%20(USA).png
Racer (World) (v1.2) (Digital) (Aftermarket) (Unl);segamd;
Radical Rex (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Radical%20Rex%20(Europe).png
Radical Rex (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Radical%20Rex%20(USA).png
"Raiden Trad (Japan, USA) (En)";segamd;
Rainbow Islands Extra (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Rainbow%20Islands%20Extra%20(Japan).png
Rambo III (Japan) (En);segamd;
"Rambo III (USA, Europe, Korea) (En) (Rev A)";segamd;
Rampart (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Rampart%20(USA).png
"Rampart (Japan, Korea) (Ja)";segamd;
Ranger X (Europe);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Ranger%20X%20(Europe).png
Ranger X (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Ranger%20X%20(USA).png
Ransei no Hasha (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Ransei%20no%20Hasha%20(Japan).png
Rastan Saga II (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Rastan%20Saga%20II%20(Japan).png
Rastan Saga II (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Rastan%20Saga%20II%20(USA).png
"Red Zone (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Red%20Zone%20(USA,%20Europe).png"
"Ren & Stimpy Show Presents, The - Stimpy's Invention (Europe)";segamd;
"Ren & Stimpy Show Presents, The - Stimpy's Invention (USA)";segamd;
"Ren & Stimpy Show Presents, The - Stimpy's Invention (Europe) (1993-12-09) (Sega Channel)";segamd;
Rent a Hero (Japan);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Rent%20a%20Hero%20(Japan).png
Return to Genesis (World) (Aftermarket) (Unl);segamd;
"Revenge of Shinobi, The (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Revenge%20of%20Shinobi,%20The%20(USA,%20Europe).png"
"Revenge of Shinobi, The (USA, Europe) (Rev A)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Revenge%20of%20Shinobi,%20The%20(USA,%20Europe)%20(Rev%20A).png"
"Revenge of Shinobi, The (USA, Europe) (Rev B)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Revenge%20of%20Shinobi,%20The%20(USA,%20Europe)%20(Rev%20B).png"
"Revenge of Shinobi, The (Japan, USA) (En)";segamd;
"Revolution X (USA, Europe)";segamd;"https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Revolution%20X%20(USA,%20Europe).png"
Richard Scarry's Busytown (USA);segamd;https://raw.githubusercontent.com/libretro/libretro-thumbnails/master/Sega%20-%20Mega%20Drive%20-%20Genesis/Named_Titles/Richard%20Scarry's%20Busytown%20(USA).png
Rick Dangerous (World) (Aftermarket) (Unl);segamd;
Rick Dangerous 2 (World) (v1.1) (Aftermarket) (Unl);segamd;
